501 5.553726e-01
1.000000e+00 1.000000e+00 1.000000e+00
0.000000e+00 0.000000e+00 -nan(ind) 5.000000e-01 7.166667e-01
0.000000e+00 1.562500e-03 -nan(ind) 4.999398e-01 7.166332e-01
0.000000e+00 3.125000e-03 -nan(ind) 4.997591e-01 7.165328e-01
0.000000e+00 4.687500e-03 -nan(ind) 4.994581e-01 7.163655e-01
0.000000e+00 6.250000e-03 -nan(ind) 4.990369e-01 7.161314e-01
0.000000e+00 7.812500e-03 -nan(ind) 4.984959e-01 7.158305e-01
0.000000e+00 9.375000e-03 -nan(ind) 4.978353e-01 7.154628e-01
0.000000e+00 1.093750e-02 -nan(ind) 4.970555e-01 7.150286e-01
0.000000e+00 1.250000e-02 -nan(ind) 4.961571e-01 7.145279e-01
0.000000e+00 1.406250e-02 -nan(ind) 4.951404e-01 7.139608e-01
0.000000e+00 1.562500e-02 -nan(ind) 4.940063e-01 7.133275e-01
0.000000e+00 1.718750e-02 -nan(ind) 4.927552e-01 7.126282e-01
0.000000e+00 1.875000e-02 -nan(ind) 4.913881e-01 7.118630e-01
0.000000e+00 2.031250e-02 -nan(ind) 4.899056e-01 7.110322e-01
0.000000e+00 2.187500e-02 -nan(ind) 4.883088e-01 7.101359e-01
0.000000e+00 2.343750e-02 -nan(ind) 4.865986e-01 7.091745e-01
0.000000e+00 2.500000e-02 -nan(ind) 4.847759e-01 7.081481e-01
0.000000e+00 2.656250e-02 -nan(ind) 4.828420e-01 7.070571e-01
0.000000e+00 2.812500e-02 -nan(ind) 4.807979e-01 7.059018e-01
0.000000e+00 2.968750e-02 -nan(ind) 4.786449e-01 7.046823e-01
0.000000e+00 3.125000e-02 -nan(ind) 4.763843e-01 7.033992e-01
0.000000e+00 3.281250e-02 -nan(ind) 4.740174e-01 7.020527e-01
0.000000e+00 3.437500e-02 -nan(ind) 4.715457e-01 7.006431e-01
0.000000e+00 3.593750e-02 -nan(ind) 4.689707e-01 6.991710e-01
0.000000e+00 3.750000e-02 -nan(ind) 4.662939e-01 6.976365e-01
0.000000e+00 3.906250e-02 -nan(ind) 4.635170e-01 6.960403e-01
0.000000e+00 4.062500e-02 -nan(ind) 4.606415e-01 6.943826e-01
0.000000e+00 4.218750e-02 -nan(ind) 4.576693e-01 6.926640e-01
0.000000e+00 4.375000e-02 -nan(ind) 4.546021e-01 6.908849e-01
0.000000e+00 4.531250e-02 -nan(ind) 4.514418e-01 6.890457e-01
0.000000e+00 4.687500e-02 nan 4.481902e-01 6.871470e-01
0.000000e+00 4.843750e-02 nan 4.448494e-01 6.851893e-01
0.000000e+00 5.000000e-02 nan 4.414214e-01 6.831730e-01
1.562500e-03 0.000000e+00 -nan(ind) 5.049079e-01 7.165305e-01
1.562500e-03 1.562500e-03 -nan(ind) -nan(ind) -nan(ind)
1.562500e-03 3.125000e-03 -nan(ind) -nan(ind) -nan(ind)
1.562500e-03 4.687500e-03 -nan(ind) -nan(ind) -nan(ind)
1.562500e-03 6.250000e-03 -nan(ind) -nan(ind) -nan(ind)
1.562500e-03 7.812500e-03 -nan(ind) -nan(ind) -nan(ind)
1.562500e-03 9.375000e-03 -nan(ind) -nan(ind) -nan(ind)
1.562500e-03 1.093750e-02 -nan(ind) -nan(ind) -nan(ind)
1.562500e-03 1.250000e-02 -nan(ind) -nan(ind) -nan(ind)
1.562500e-03 1.406250e-02 -nan(ind) -nan(ind) -nan(ind)
1.562500e-03 1.562500e-02 -nan(ind) -nan(ind) -nan(ind)
1.562500e-03 1.718750e-02 -nan(ind) -nan(ind) -nan(ind)
1.562500e-03 1.875000e-02 -nan(ind) -nan(ind) -nan(ind)
1.562500e-03 2.031250e-02 -nan(ind) -nan(ind) -nan(ind)
1.562500e-03 2.187500e-02 -nan(ind) -nan(ind) -nan(ind)
1.562500e-03 2.343750e-02 -nan(ind) -nan(ind) -nan(ind)
1.562500e-03 2.500000e-02 -nan(ind) -nan(ind) -nan(ind)
1.562500e-03 2.656250e-02 -nan(ind) -nan(ind) -nan(ind)
1.562500e-03 2.812500e-02 -nan(ind) -nan(ind) -nan(ind)
1.562500e-03 2.968750e-02 -nan(ind) -nan(ind) -nan(ind)
1.562500e-03 3.125000e-02 -nan(ind) -nan(ind) -nan(ind)
1.562500e-03 3.281250e-02 -nan(ind) -nan(ind) -nan(ind)
1.562500e-03 3.437500e-02 -nan(ind) -nan(ind) -nan(ind)
1.562500e-03 3.593750e-02 -nan(ind) -nan(ind) -nan(ind)
1.562500e-03 3.750000e-02 -nan(ind) -nan(ind) -nan(ind)
1.562500e-03 3.906250e-02 -nan(ind) -nan(ind) -nan(ind)
1.562500e-03 4.062500e-02 -nan(ind) -nan(ind) -nan(ind)
1.562500e-03 4.218750e-02 -nan(ind) -nan(ind) -nan(ind)
1.562500e-03 4.375000e-02 -nan(ind) -nan(ind) -nan(ind)
1.562500e-03 4.531250e-02 -nan(ind) -nan(ind) nan
1.562500e-03 4.687500e-02 nan -nan(ind) -nan(ind)
1.562500e-03 4.843750e-02 nan -nan(ind) nan
1.562500e-03 5.000000e-02 nan 4.561442e-01 6.829833e-01
3.125000e-03 0.000000e+00 -nan(ind) 5.098105e-01 7.161222e-01
3.125000e-03 1.562500e-03 -nan(ind) -nan(ind) -nan(ind)
3.125000e-03 3.125000e-03 -nan(ind) -nan(ind) -nan(ind)
3.125000e-03 4.687500e-03 -nan(ind) -nan(ind) -nan(ind)
3.125000e-03 6.250000e-03 -nan(ind) -nan(ind) -nan(ind)
3.125000e-03 7.812500e-03 -nan(ind) -nan(ind) -nan(ind)
3.125000e-03 9.375000e-03 -nan(ind) -nan(ind) -nan(ind)
3.125000e-03 1.093750e-02 -nan(ind) -nan(ind) -nan(ind)
3.125000e-03 1.250000e-02 -nan(ind) -nan(ind) -nan(ind)
3.125000e-03 1.406250e-02 -nan(ind) -nan(ind) -nan(ind)
3.125000e-03 1.562500e-02 -nan(ind) -nan(ind) -nan(ind)
3.125000e-03 1.718750e-02 -nan(ind) -nan(ind) -nan(ind)
3.125000e-03 1.875000e-02 -nan(ind) -nan(ind) -nan(ind)
3.125000e-03 2.031250e-02 -nan(ind) -nan(ind) -nan(ind)
3.125000e-03 2.187500e-02 -nan(ind) -nan(ind) -nan(ind)
3.125000e-03 2.343750e-02 -nan(ind) -nan(ind) -nan(ind)
3.125000e-03 2.500000e-02 -nan(ind) -nan(ind) -nan(ind)
